Lat_caro,Lon_caro,route_id
19.441975,-99.17,0
19.441961,-99.17,0
19.441948,-99.17,0
19.441934,-99.17,0
19.441921,-99.17,0
19.441907,-99.17,0
19.441894,-99.17,0
19.44188,-99.17,0
19.441867,-99.17,0
19.441853,-99.17,0
19.44184,-99.17,0
19.441826,-99.17,0
19.441813,-99.17,0
19.441799,-99.17,0
19.441786,-99.17,0
19.441772,-99.17,0
19.441758,-99.17,0
19.441745,-99.17,0
19.441731,-99.17,0
19.441718,-99.17,0
19.441704,-99.17,0
19.441691,-99.17,0
19.441677,-99.17,0
19.441664,-99.17,0
19.44165,-99.17,0
19.441637,-99.17,0
19.441623,-99.17,0
19.44161,-99.17,0
19.441596,-99.17,0
19.441583,-99.17,0
19.441569,-99.17,0
19.441556,-99.17,0
19.441542,-99.17,0
19.441529,-99.17,0
19.441515,-99.17,0
19.441502,-99.17,0
19.441488,-99.17,0
19.441475,-99.17,0
19.441461,-99.17,0
19.441448,-99.17,0
19.441434,-99.17,0
19.44142,-99.17,0
19.441407,-99.17,0
19.441393,-99.17,0
19.44138,-99.17,0
19.441366,-99.17,0
19.441353,-99.17,0
19.441339,-99.17,0
19.441326,-99.17,0
19.441312,-99.17,0
19.441299,-99.17,0
19.441285,-99.17,0
19.441272,-99.17,0
19.441258,-99.17,0
19.441245,-99.17,0
19.441231,-99.17,0
19.441218,-99.17,0
19.441204,-99.17,0
19.441191,-99.17,0
19.441177,-99.17,0
19.441164,-99.17,0
19.44115,-99.17,0
19.441137,-99.17,0
19.441123,-99.17,0
19.44111,-99.17,0
19.441096,-99.17,0
19.441082,-99.17,0
19.441069,-99.17,0
19.441055,-99.17,0
19.441042,-99.17,0
19.441028,-99.17,0
19.441015,-99.17,0
19.441001,-99.17,0
19.440988,-99.17,0
19.440974,-99.17,0
19.440961,-99.17,0
19.440947,-99.17,0
19.440934,-99.17,0
19.44092,-99.17,0
19.440907,-99.17,0
19.440893,-99.17,0
19.44088,-99.17,0
19.440866,-99.17,0
19.440853,-99.17,0
19.440839,-99.17,0
19.440826,-99.17,0
19.440812,-99.17,0
19.440799,-99.17,0
19.440785,-99.17,0
19.440772,-99.17,0
19.440758,-99.17,0
19.440744,-99.17,0
19.440731,-99.17,0
19.440717,-99.17,0
19.440704,-99.17,0
19.44069,-99.17,0
19.440677,-99.17,0
19.440663,-99.17,0
19.44065,-99.17,0
19.440636,-99.17,0
19.440623,-99.17,0
19.440609,-99.17,0
19.440596,-99.17,0
19.440582,-99.17,0
19.440569,-99.17,0
19.440555,-99.17,0
19.440542,-99.17,0
19.440528,-99.17,0
19.440515,-99.17,0
19.440501,-99.17,0
19.440488,-99.17,0
19.440474,-99.17,0
19.440461,-99.17,0
19.440447,-99.17,0
19.440434,-99.17,0
19.44042,-99.17,0
19.440406,-99.17,0
19.440393,-99.17,0
19.440379,-99.17,0
19.440366,-99.17,0
19.440352,-99.17,0
19.440339,-99.17,0
19.440325,-99.17,0
19.440312,-99.17,0
19.440298,-99.17,0
19.440285,-99.17,0
19.440271,-99.17,0
19.440258,-99.17,0
19.440244,-99.17,0
19.440231,-99.17,0
19.440217,-99.17,0
19.440204,-99.17,0
19.44019,-99.17,0
19.440177,-99.17,0
19.440163,-99.17,0
19.44015,-99.17,0
19.440136,-99.17,0
19.440123,-99.17,0
19.440109,-99.17,0
19.440096,-99.17,0
19.440082,-99.17,0
19.440068,-99.17,0
19.440055,-99.17,0
19.440041,-99.17,0
19.440028,-99.17,0
19.440014,-99.17,0
19.440001,-99.17,0
19.439987,-99.17,0
19.439974,-99.17,0
19.43996,-99.17,0
19.439947,-99.17,0
19.439933,-99.17,0
19.43992,-99.17,0
19.439906,-99.17,0
19.439893,-99.17,0
19.439879,-99.17,0
19.439866,-99.17,0
19.439852,-99.17,0
19.439839,-99.17,0
19.439825,-99.17,0
19.439812,-99.17,0
19.439798,-99.17,0
19.439785,-99.17,0
19.439771,-99.17,0
19.439758,-99.17,0
19.439744,-99.17,0
19.43973,-99.17,0
19.439717,-99.17,0
19.439703,-99.17,0
19.43969,-99.17,0
19.439676,-99.17,0
19.439663,-99.17,0
19.439649,-99.17,0
19.439636,-99.17,0
19.439622,-99.17,0
19.439609,-99.17,0
19.439595,-99.17,0
19.439582,-99.17,0
19.439568,-99.17,0
19.439555,-99.17,0
19.439541,-99.17,0
19.439528,-99.17,0
19.439514,-99.17,0
19.439501,-99.17,0
19.439487,-99.17,0
19.439474,-99.17,0
19.43946,-99.17,0
19.439447,-99.17,0
19.439433,-99.17,0
19.43942,-99.17,0
19.439406,-99.17,0
19.439392,-99.17,0
19.439379,-99.17,0
19.439365,-99.17,0
19.439352,-99.17,0
19.439338,-99.17,0
19.439325,-99.17,0
19.439311,-99.17,0
19.439298,-99.17,0
19.439284,-99.17,0
19.439271,-99.17,0
19.439257,-99.17,0
19.439244,-99.17,0
19.43923,-99.17,0
19.439217,-99.17,0
19.439203,-99.17,0
19.43919,-99.17,0
19.439176,-99.17,0
19.439163,-99.17,0
19.439149,-99.17,0
19.439136,-99.17,0
19.439122,-99.17,0
19.439109,-99.17,0
19.439095,-99.17,0
19.439082,-99.17,0
19.439068,-99.17,0
19.439054,-99.17,0
19.439041,-99.17,0
19.439027,-99.17,0
19.439014,-99.17,0
19.439,-99.17,0
19.438987,-99.17,0
19.438973,-99.17,0
19.43896,-99.17,0
19.438946,-99.17,0
19.438933,-99.17,0
19.438919,-99.17,0
19.438906,-99.17,0
19.438892,-99.17,0
19.438879,-99.17,0
19.438865,-99.17,0
19.438852,-99.17,0
19.438838,-99.17,0
19.438825,-99.17,0
19.438811,-99.17,0
19.438798,-99.17,0
19.438784,-99.17,0
19.438771,-99.17,0
19.438757,-99.17,0
19.438744,-99.17,0
19.43873,-99.17,0
19.438716,-99.17,0
19.438703,-99.17,0
19.438689,-99.17,0
19.438676,-99.17,0
19.438662,-99.17,0
19.438649,-99.17,0
19.438635,-99.17,0
19.438622,-99.17,0
19.438608,-99.17,0
19.438595,-99.17,0
19.438581,-99.17,0
19.438568,-99.17,0
19.438554,-99.17,0
19.438541,-99.17,0
19.438527,-99.17,0
19.438514,-99.17,0
19.4385,-99.17,0
19.438487,-99.17,0
19.438473,-99.17,0
19.43846,-99.17,0
19.438446,-99.17,0
19.438433,-99.17,0
19.438419,-99.17,0
19.438406,-99.17,0
19.438392,-99.17,0
19.438378,-99.17,0
19.438365,-99.17,0
19.438351,-99.17,0
19.438338,-99.17,0
19.438324,-99.17,0
19.438311,-99.17,0
19.438297,-99.17,0
19.438284,-99.17,0
19.43827,-99.17,0
19.438257,-99.17,0
19.438243,-99.17,0
19.43823,-99.17,0
19.438216,-99.17,0
19.438203,-99.17,0
19.438189,-99.17,0
19.438176,-99.17,0
19.438162,-99.17,0
19.438149,-99.17,0
19.438135,-99.17,0
19.438122,-99.17,0
19.438108,-99.17,0
19.438095,-99.17,0
19.438081,-99.17,0
19.438068,-99.17,0
19.438054,-99.17,0
19.43804,-99.17,0
19.438027,-99.17,0
19.438013,-99.17,0
19.438,-99.17,0
19.437986,-99.17,0
19.437973,-99.17,0
19.437959,-99.17,0
19.437946,-99.17,0
19.437932,-99.17,0
19.437919,-99.17,0
19.437905,-99.17,0
19.437892,-99.17,0
19.437878,-99.17,0
19.437865,-99.17,0
19.437851,-99.17,0
19.437838,-99.17,0
19.437824,-99.17,0
19.437811,-99.17,0
19.437797,-99.17,0
19.437784,-99.17,0
19.43777,-99.17,0
19.437757,-99.17,0
19.437743,-99.17,0
19.43773,-99.17,0
19.437716,-99.17,0
19.437702,-99.17,0
19.437689,-99.17,0
19.437675,-99.17,0
19.437662,-99.17,0
19.437648,-99.17,0
19.437635,-99.17,0
19.437621,-99.17,0
19.437608,-99.17,0
19.437594,-99.17,0
19.437581,-99.17,0
19.437567,-99.17,0
19.437554,-99.17,0
19.43754,-99.17,0
19.437527,-99.17,0
19.437513,-99.17,0
19.4375,-99.17,0
19.437486,-99.17,0
19.437473,-99.17,0
19.437459,-99.17,0
19.437446,-99.17,0
19.437432,-99.17,0
19.437419,-99.17,0
19.437405,-99.17,0
19.437392,-99.17,0
19.437378,-99.17,0
19.437364,-99.17,0
19.437351,-99.17,0
19.437337,-99.17,0
19.437324,-99.17,0
19.43731,-99.17,0
19.437297,-99.17,0
19.437283,-99.17,0
19.43727,-99.17,0
19.437256,-99.17,0
19.437243,-99.17,0
19.437229,-99.17,0
19.437216,-99.17,0
19.437202,-99.17,0
19.437189,-99.17,0
19.437175,-99.17,0
19.437162,-99.17,0
19.437148,-99.17,0
19.437135,-99.17,0
19.437121,-99.17,0
19.437108,-99.17,0
19.437094,-99.17,0
19.437081,-99.17,0
19.437067,-99.17,0
19.437054,-99.17,0
19.43704,-99.17,0
19.437026,-99.17,0
19.437013,-99.17,0
19.436999,-99.17,0
19.436986,-99.17,0
19.436972,-99.17,0
19.436959,-99.17,0
19.436945,-99.17,0
19.436932,-99.17,0
19.436918,-99.17,0
19.436905,-99.17,0
19.436891,-99.17,0
19.436878,-99.17,0
19.436864,-99.17,0
19.436851,-99.17,0
19.436837,-99.17,0
19.436824,-99.17,0
19.43681,-99.17,0
19.436797,-99.17,0
19.436783,-99.17,0
19.43677,-99.17,0
19.436756,-99.17,0
19.436743,-99.17,0
19.436729,-99.17,0
19.436716,-99.17,0
19.436702,-99.17,0
19.436688,-99.17,0
19.436675,-99.17,0
19.436661,-99.17,0
19.436648,-99.17,0
19.436634,-99.17,0
19.436621,-99.17,0
19.436607,-99.17,0
19.436594,-99.17,0
19.43658,-99.17,0
19.436567,-99.17,0
19.436553,-99.17,0
19.43654,-99.17,0
19.436526,-99.17,0
19.436513,-99.17,0
19.436499,-99.17,0
19.436486,-99.17,0
19.436472,-99.17,0
19.436459,-99.17,0
19.436445,-99.17,0
19.436432,-99.17,0
19.436418,-99.17,0
19.436405,-99.17,0
19.436391,-99.17,0
19.436378,-99.17,0
19.436364,-99.17,0
19.43635,-99.17,0
19.436337,-99.17,0
19.436323,-99.17,0
19.43631,-99.17,0
19.436296,-99.17,0
19.436283,-99.17,0
19.436269,-99.17,0
19.436256,-99.17,0
19.436242,-99.17,0
19.436229,-99.17,0
19.436215,-99.17,0
19.436202,-99.17,0
19.436188,-99.17,0
19.436175,-99.17,0
19.436161,-99.17,0
19.436148,-99.17,0
19.436134,-99.17,0
19.436121,-99.17,0
19.436107,-99.17,0
19.436094,-99.17,0
19.43608,-99.17,0
19.436067,-99.17,0
19.436053,-99.17,0
19.43604,-99.17,0
19.436026,-99.17,0
19.436012,-99.17,0
19.435999,-99.17,0
19.435985,-99.17,0
19.435972,-99.17,0
19.435958,-99.17,0
19.435945,-99.17,0
19.435931,-99.17,0
19.435918,-99.17,0
19.435904,-99.17,0
19.435891,-99.17,0
19.435877,-99.17,0
19.435864,-99.17,0
19.43585,-99.17,0
19.435837,-99.17,0
19.435823,-99.17,0
19.43581,-99.17,0
19.435796,-99.17,0
19.435783,-99.17,0
19.435769,-99.17,0
19.435756,-99.17,0
19.435742,-99.17,0
19.435729,-99.17,0
19.435715,-99.17,0
19.435702,-99.17,0
19.435688,-99.17,0
19.435674,-99.17,0
19.435661,-99.17,0
19.435647,-99.17,0
19.435634,-99.17,0
19.43562,-99.17,0
19.435607,-99.17,0
19.435593,-99.17,0
19.43558,-99.17,0
19.435566,-99.17,0
19.435553,-99.17,0
19.435539,-99.17,0
19.435526,-99.17,0
19.435512,-99.17,0
19.435499,-99.17,0
19.435485,-99.17,0
19.435472,-99.17,0
19.435458,-99.17,0
19.435445,-99.17,0
19.435431,-99.17,0
19.435418,-99.17,0
19.435404,-99.17,0
19.435391,-99.17,0
19.435377,-99.17,0
19.435364,-99.17,0
19.43535,-99.17,0
19.435336,-99.17,0
19.435323,-99.17,0
19.435309,-99.17,0
19.435296,-99.17,0
19.435282,-99.17,0
19.435269,-99.17,0
19.435255,-99.17,0
19.435242,-99.17,0
19.435228,-99.17,0
19.435215,-99.17,0
19.435201,-99.17,0
19.435188,-99.17,0
19.435174,-99.17,0
19.435161,-99.17,0
19.435147,-99.17,0
19.435134,-99.17,0
19.43512,-99.17,0
19.435107,-99.17,0
19.435093,-99.17,0
19.43508,-99.17,0
19.435066,-99.17,0
19.435053,-99.17,0
19.435039,-99.17,0
19.435026,-99.17,0
19.435012,-99.17,0
19.434998,-99.17,0
19.434985,-99.17,0
19.434971,-99.17,0
19.434958,-99.17,0
19.434944,-99.17,0
19.434931,-99.17,0
19.434917,-99.17,0
19.434904,-99.17,0
19.43489,-99.17,0
19.434877,-99.17,0
19.434863,-99.17,0
19.43485,-99.17,0
19.434836,-99.17,0
19.434823,-99.17,0
19.434809,-99.17,0
19.434796,-99.17,0
19.434782,-99.17,0
19.434769,-99.17,0
19.434755,-99.17,0
19.434742,-99.17,0
19.434728,-99.17,0
19.434715,-99.17,0
19.434701,-99.17,0
19.434688,-99.17,0
19.434674,-99.17,0
19.43466,-99.17,0
19.434647,-99.17,0
19.434633,-99.17,0
19.43462,-99.17,0
19.434606,-99.17,0
19.434593,-99.17,0
19.434579,-99.17,0
19.434566,-99.17,0
19.434552,-99.17,0
19.434539,-99.17,0
19.434525,-99.17,0
19.434512,-99.17,0
19.434498,-99.17,0
19.434485,-99.17,0
19.434471,-99.17,0
19.434458,-99.17,0
19.434444,-99.17,0
19.434431,-99.17,0
19.434417,-99.17,0
19.434404,-99.17,0
19.43439,-99.17,0
19.434377,-99.17,0
19.434363,-99.17,0
19.43435,-99.17,0
19.434336,-99.17,0
19.434322,-99.17,0
19.434309,-99.17,0
19.434295,-99.17,0
19.434282,-99.17,0
19.434268,-99.17,0
19.434255,-99.17,0
19.434241,-99.17,0
19.434228,-99.17,0
19.434214,-99.17,0
19.434201,-99.17,0
19.434187,-99.17,0
19.434174,-99.17,0
19.43416,-99.17,0
19.434147,-99.17,0
19.434133,-99.17,0
19.43412,-99.17,0
19.434106,-99.17,0
19.434093,-99.17,0
19.434079,-99.17,0
19.434066,-99.17,0
19.434052,-99.17,0
19.434039,-99.17,0
19.434025,-99.17,0
19.434012,-99.17,0
19.433998,-99.17,0
19.433984,-99.17,0
19.433971,-99.17,0
19.433957,-99.17,0
19.433944,-99.17,0
19.43393,-99.17,0
19.433917,-99.17,0
19.433903,-99.17,0
19.43389,-99.17,0
19.433876,-99.17,0
19.433863,-99.17,0
19.433849,-99.17,0
19.433836,-99.17,0
19.433822,-99.17,0
19.433809,-99.17,0
19.433795,-99.17,0
19.433782,-99.17,0
19.433768,-99.17,0
19.433755,-99.17,0
19.433741,-99.17,0
19.433728,-99.17,0
19.433714,-99.17,0
19.433701,-99.17,0
19.433687,-99.17,0
19.433674,-99.17,0
19.43366,-99.17,0
19.433646,-99.17,0
19.433633,-99.17,0
19.433619,-99.17,0
19.433606,-99.17,0
19.433592,-99.17,0
19.433579,-99.17,0
19.433565,-99.17,0
19.433552,-99.17,0
19.433538,-99.17,0
19.433525,-99.17,0
19.433511,-99.17,0
19.433498,-99.17,0
19.433484,-99.17,0
19.433471,-99.17,0
19.433457,-99.17,0
19.433444,-99.17,0
19.43343,-99.17,0
19.433417,-99.17,0
19.433403,-99.17,0
19.43339,-99.17,0
19.433376,-99.17,0
19.433363,-99.17,0
19.433349,-99.17,0
19.433336,-99.17,0
19.433322,-99.17,0
19.433308,-99.17,0
19.433295,-99.17,0
19.433281,-99.17,0
19.433268,-99.17,0
19.433254,-99.17,0
19.433241,-99.17,0
19.433227,-99.17,0
19.433214,-99.17,0
19.4332,-99.17,0
19.433187,-99.17,0
19.433173,-99.17,0
19.43316,-99.17,0
19.433146,-99.17,0
19.433133,-99.17,0
19.433119,-99.17,0
19.433106,-99.17,0
19.433092,-99.17,0
19.433079,-99.17,0
19.433065,-99.17,0
19.433052,-99.17,0
19.433038,-99.17,0
19.433025,-99.17,0
19.433011,-99.17,0
19.432998,-99.17,0
19.432984,-99.17,0
19.43297,-99.17,0
19.432957,-99.17,0
19.432943,-99.17,0
19.43293,-99.17,0
19.432916,-99.17,0
19.432903,-99.17,0
19.432889,-99.17,0
19.432876,-99.17,0
19.432862,-99.17,0
19.432849,-99.17,0
19.432835,-99.17,0
19.432822,-99.17,0
19.432808,-99.17,0
19.432795,-99.17,0
19.432781,-99.17,0
19.432768,-99.17,0
19.432754,-99.17,0
19.432741,-99.17,0
19.432727,-99.17,0
19.432714,-99.17,0
19.4327,-99.17,0
19.432687,-99.17,0
19.432673,-99.17,0
19.43266,-99.17,0
19.432646,-99.17,0
19.432632,-99.17,0
19.432619,-99.17,0
19.432605,-99.17,0
19.432592,-99.17,0
19.432578,-99.17,0
19.432565,-99.17,0
19.432551,-99.17,0
19.432538,-99.17,0
19.432524,-99.17,0
19.432511,-99.17,0
19.432497,-99.17,0
19.432484,-99.17,0
19.43247,-99.17,0
19.432457,-99.17,0
19.432443,-99.17,0
19.43243,-99.17,0
19.432416,-99.17,0
19.432403,-99.17,0
19.432389,-99.17,0
19.432376,-99.17,0
19.432362,-99.17,0
19.432349,-99.17,0
19.432335,-99.17,0
19.432322,-99.17,0
19.432308,-99.17,0
19.432294,-99.17,0
19.432281,-99.17,0
19.432267,-99.17,0
19.432254,-99.17,0
19.43224,-99.17,0
19.432227,-99.17,0
19.432213,-99.17,0
19.4322,-99.17,0
19.432186,-99.17,0
19.432173,-99.17,0
19.432159,-99.17,0
19.432146,-99.17,0
19.432132,-99.17,0
19.432119,-99.17,0
19.432105,-99.17,0
19.432092,-99.17,0
19.432078,-99.17,0
19.432065,-99.17,0
19.432051,-99.17,0
19.432038,-99.17,0
19.432024,-99.17,0
19.432011,-99.17,0
19.431997,-99.17,0
19.431984,-99.17,0
19.43197,-99.17,0
19.431956,-99.17,0
19.431943,-99.17,0
19.431929,-99.17,0
19.431916,-99.17,0
19.431902,-99.17,0
19.431889,-99.17,0
19.431875,-99.17,0
19.431862,-99.17,0
19.431848,-99.17,0
19.431835,-99.17,0
19.431821,-99.17,0
19.431808,-99.17,0
19.431794,-99.17,0
19.431781,-99.17,0
19.431767,-99.17,0
19.431754,-99.17,0
19.43174,-99.17,0
19.431727,-99.17,0
19.431713,-99.17,0
19.4317,-99.17,0
19.431686,-99.17,0
19.431673,-99.17,0
19.431659,-99.17,0
19.431646,-99.17,0
19.431632,-99.17,0
19.431618,-99.17,0
19.431605,-99.17,0
19.431591,-99.17,0
19.431578,-99.17,0
19.431564,-99.17,0
19.431551,-99.17,0
19.431537,-99.17,0
19.431524,-99.17,0
19.43151,-99.17,0
19.431497,-99.17,0
19.431483,-99.17,0
19.43147,-99.17,0
19.431456,-99.17,0
19.431443,-99.17,0
19.431429,-99.17,0
19.431416,-99.17,0
19.431402,-99.17,0
19.431389,-99.17,0
19.431375,-99.17,0
19.431362,-99.17,0
19.431348,-99.17,0
19.431335,-99.17,0
19.431321,-99.17,0
19.431308,-99.17,0
19.431294,-99.17,0
19.43128,-99.17,0
19.431267,-99.17,0
19.431253,-99.17,0
19.43124,-99.17,0
19.431226,-99.17,0
19.431213,-99.17,0
19.431199,-99.17,0
19.431186,-99.17,0
19.431172,-99.17,0
19.431159,-99.17,0
19.431145,-99.17,0
19.431132,-99.17,0
19.431118,-99.17,0
19.431105,-99.17,0
19.431091,-99.17,0
19.431078,-99.17,0
19.431064,-99.17,0
19.431051,-99.17,0
19.431037,-99.17,0
19.431024,-99.17,0
19.43101,-99.17,0
19.430997,-99.17,0
19.430983,-99.17,0
19.43097,-99.17,0
19.430956,-99.17,0
19.430942,-99.17,0
19.430929,-99.17,0
19.430915,-99.17,0
19.430902,-99.17,0
19.430888,-99.17,0
19.430875,-99.17,0
19.430861,-99.17,0
19.430848,-99.17,0
19.430834,-99.17,0
19.430821,-99.17,0
19.430807,-99.17,0
19.430794,-99.17,0
19.43078,-99.17,0
19.430767,-99.17,0
19.430753,-99.17,0
19.43074,-99.17,0
19.430726,-99.17,0
19.430713,-99.17,0
19.430699,-99.17,0
19.430686,-99.17,0
19.430672,-99.17,0
19.430659,-99.17,0
19.430645,-99.17,0
19.430632,-99.17,0
19.430618,-99.17,0
19.430604,-99.17,0
19.430591,-99.17,0
19.430577,-99.17,0
19.430564,-99.17,0
19.43055,-99.17,0
19.430537,-99.17,0
19.430523,-99.17,0
19.43051,-99.17,0
19.430496,-99.17,0
19.430483,-99.17,0
19.430469,-99.17,0
19.430456,-99.17,0
19.430442,-99.17,0
19.430429,-99.17,0
19.430415,-99.17,0
19.430402,-99.17,0
19.430388,-99.17,0
19.430375,-99.17,0
19.430361,-99.17,0
19.430348,-99.17,0
19.430334,-99.17,0
19.430321,-99.17,0
19.430307,-99.17,0
19.430294,-99.17,0
19.43028,-99.17,0
19.430266,-99.17,0
19.430253,-99.17,0
19.430239,-99.17,0
19.430226,-99.17,0
19.430212,-99.17,0
19.430199,-99.17,0
19.430185,-99.17,0
19.430172,-99.17,0
19.430158,-99.17,0
19.430145,-99.17,0
19.430131,-99.17,0
19.430118,-99.17,0
19.430104,-99.17,0
19.430091,-99.17,0
19.430077,-99.17,0
19.430064,-99.17,0
19.43005,-99.17,0
19.430037,-99.17,0
19.430023,-99.17,0
19.43001,-99.17,0
19.429996,-99.17,0
19.429983,-99.17,0
19.429969,-99.17,0
19.429956,-99.17,0
19.429942,-99.17,0
19.429928,-99.17,0
19.429915,-99.17,0
19.429901,-99.17,0
19.429888,-99.17,0
19.429874,-99.17,0
19.429861,-99.17,0
19.429847,-99.17,0
19.429834,-99.17,0
19.42982,-99.17,0
19.429807,-99.17,0
19.429793,-99.17,0
19.42978,-99.17,0
19.429766,-99.17,0
19.429753,-99.17,0
19.429739,-99.17,0
19.429726,-99.17,0
19.429712,-99.17,0
19.429699,-99.17,0
19.429685,-99.17,0
19.429672,-99.17,0
19.429658,-99.17,0
19.429645,-99.17,0
19.429631,-99.17,0
19.429618,-99.17,0
19.429604,-99.17,0
19.42959,-99.17,0
19.429577,-99.17,0
19.429563,-99.17,0
19.42955,-99.17,0
19.429536,-99.17,0
19.429523,-99.17,0
19.429509,-99.17,0
19.429496,-99.17,0
19.429482,-99.17,0
19.429469,-99.17,0
19.429455,-99.17,0
19.429442,-99.17,0
19.429428,-99.17,0
19.429415,-99.17,0
19.429401,-99.17,0
19.429388,-99.17,0
19.429374,-99.17,0
19.429361,-99.17,0
19.429347,-99.17,0
19.429334,-99.17,0
19.42932,-99.17,0
19.429307,-99.17,0
19.429293,-99.17,0
19.42928,-99.17,0
19.429266,-99.17,0
19.429252,-99.17,0
19.429239,-99.17,0
19.429225,-99.17,0
19.429212,-99.17,0
19.429198,-99.17,0
19.429185,-99.17,0
19.429171,-99.17,0
19.429158,-99.17,0
19.429144,-99.17,0
19.429131,-99.17,0
19.429117,-99.17,0
19.429104,-99.17,0
19.42909,-99.17,0
19.429077,-99.17,0
19.429063,-99.17,0
19.42905,-99.17,0
19.429036,-99.17,0
19.429023,-99.17,0
19.429009,-99.17,0
19.428996,-99.17,0
19.428982,-99.17,0
19.428969,-99.17,0
19.428955,-99.17,0
19.428942,-99.17,0
19.428928,-99.17,0
19.428914,-99.17,0
19.428901,-99.17,0
19.428887,-99.17,0
19.428874,-99.17,0
19.42886,-99.17,0
19.428847,-99.17,0
19.428833,-99.17,0
19.42882,-99.17,0
19.428806,-99.17,0
19.428793,-99.17,0
19.428779,-99.17,0
19.428766,-99.17,0
19.428752,-99.17,0
19.428739,-99.17,0
19.428725,-99.17,0
19.428712,-99.17,0
19.428698,-99.17,0
19.428685,-99.17,0
19.428671,-99.17,0
19.428658,-99.17,0
19.428644,-99.17,0
19.428631,-99.17,0
19.428617,-99.17,0
19.428604,-99.17,0
19.42859,-99.17,0
19.428576,-99.17,0
19.428563,-99.17,0
19.428549,-99.17,0
19.428536,-99.17,0
19.428522,-99.17,0
19.428509,-99.17,0
19.428495,-99.17,0
19.428482,-99.17,0
19.428468,-99.17,0
19.428455,-99.17,0
19.428441,-99.17,0
19.428428,-99.17,0
19.428414,-99.17,0
19.428401,-99.17,0
19.428387,-99.17,0
19.428374,-99.17,0
19.42836,-99.17,0
19.428347,-99.17,0
19.428333,-99.17,0
19.42832,-99.17,0
19.428306,-99.17,0
19.428293,-99.17,0
19.428279,-99.17,0
19.428266,-99.17,0
19.428252,-99.17,0
19.428238,-99.17,0
19.428225,-99.17,0
19.428211,-99.17,0
19.428198,-99.17,0
19.428184,-99.17,0
19.428171,-99.17,0
19.428157,-99.17,0
19.428144,-99.17,0
19.42813,-99.17,0
19.428117,-99.17,0
19.428103,-99.17,0
19.42809,-99.17,0
